PostID,Time,TweetUrl,Content,UserName,Review,RetweetNum,LikeNum,LookNum,UserID,UserUrl,Location,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,SentimentScore,SubjectivityScore
1725807882887897262,2023-11-18,https://twitter.com/ACSF1919/status/1725807882887897262,"On the morning of November 17, local time, the 30th #APEC Leaders’ Informal Meeting was held at the Moscone Center in San Francisco, #USA. President Xi Jinping attended the meeting and delivered an important speech entitled ""Stick to the Original Aspirations, Unite and Cooperate, and Work Together to Promote High-Quality Growth in the Asia-Pacific.""",ACSF1919,,,1,123,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8555,0.4625
1725747295365578772,2023-11-18,https://twitter.com/ACSF1919/status/1725747295365578772,"A cosmic romance! Through the porthole of the space station, the #Shenzhou17 astronauts took photos of the beautiful scenery of their home planet, the healing ""Earth"" blue! #China",ACSF1919,,,,51,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8436,0.55
1725421488785018968,2023-11-17,https://twitter.com/ACSF1919/status/1725421488785018968,"On the morning of November 16, local time, President Xi Jinping delivered a written speech entitled ""Working together to meet challenges and write a new chapter in Asia-Pacific cooperation"" to the #APEC Business Leaders Summit held in #San Francisco. #China",ACSF1919,,,1,331,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.34,0.22727272727272727
1725394314405241170,2023-11-17,https://twitter.com/ACSF1919/status/1725394314405241170,"It’s snowing, and the #Northeast limited “mythical beast” appears again! Silly Roe Deer is stupid but really beautiful~ #中国 #natural",ACSF1919,,1.0,3,130,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8453,0.6835714285714285
1725344793562321253,2023-11-17,https://twitter.com/ACSF1919/status/1725344793562321253,"“There is no Spider-Man in #China, only #Firefighter.”",ACSF1919,,,3,255,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,-0.296,1.0
1725314796227314041,2023-11-17,https://twitter.com/ACSF1919/status/1725314796227314041,"The momentum of shepherding sheep in the snow! #内Mongolia Herdsmen used drones to record shocking scenes. The reflection in the snow is like a moving ""prairie picture""! #中国 #natural",ACSF1919,,1.0,4,642,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.4374,0.7
1724861819062288713,2023-11-15,https://twitter.com/Amb_Yiming/status/1724861819062288713,"What exciting air show!  P1 is UAE Formation Fly-Past, P2 is ""August 1st"" from Chinese Air Force and the Chinese-made L15 Advanced Trainer Aircraft painted in the UAE Air Force livery . Congratulations on the success of Dubai Airshow 2023! Unforgettable memories for all!!!",Amb_Yiming,9.0,10.0,23,1.3K,1176961391133110272,https://twitter.com/Amb_Yiming,Abu Dhabi,,,,,,,,,,0.9321,0.48
1723765016090775772,2023-11-12,https://twitter.com/Amb_Yiming/status/1723765016090775772,Congratulations to @EtihadAirways on 20th anniversary!  Wishing continued success and excellence in the aviation industry.  Here's to more years of successful partnerships and shared journeys! @Etihad #Etihad20 #ChinaUAEConnections,Amb_Yiming,2.0,6.0,33,7.7K,1176961391133110272,https://twitter.com/Amb_Yiming,Abu Dhabi,,,,,,,,,,0.9668,0.3625
1723009400363766200,2023-11-10,https://twitter.com/Amb_Yiming/status/1723009400363766200,"325,000 people practicing and enjoying Jiu-Jitsu in the UAE! 45,000 of them are women! Very good meeting with Mr. Abdulmunem, President of the Jiu-Jitsu Asian Union and deeply happy for the great achievements of the UAE people in Jiu-Jitsu!",Amb_Yiming,4.0,5.0,14,1.1K,1176961391133110272,https://twitter.com/Amb_Yiming,Abu Dhabi,,,,,,,,,,0.9482,0.626
1725848113397502418,2023-11-18,https://twitter.com/Amb_LiSong/status/1725848113397502418,HomeExploreNotificationsMessagesListsBookmarksCommunitiesPremiumProfileMoreSearch filtersWhat’s happeningWho to follow,Amb_LiSong,,1.0,5,139,1273354077494284288,https://twitter.com/Amb_LiSong,Austria,,,,,,,,,,0.0,0.0
1725576378706206908,2023-11-17,https://twitter.com/Amb_LiSong/status/1725576378706206908,"It’s a pleasure to meet with H.E. Amb. Naziri Asl, P.R. of Iran @PMIRAN_Vienna, and have an extensive exchange of views on the work in Vienna.",Amb_LiSong,,,4,128,1273354077494284288,https://twitter.com/Amb_LiSong,Austria,,,,,,,,,,0.5719,0.3333333333333333
1725574256925270200,2023-11-17,https://twitter.com/Amb_LiSong/status/1725574256925270200,HomeExploreNotificationsMessagesListsBookmarksCommunitiesPremiumProfileMoreSearch filtersWhat’s happeningWho to follow,Amb_LiSong,,,2,80,1273354077494284288,https://twitter.com/Amb_LiSong,Austria,,,,,,,,,,0.0,0.0
1724749095107977699,2023-11-15,https://twitter.com/Amb_LiSong/status/1724749095107977699,2/2 Looking forward to working with UNODC to further strengthen anti-corruption cooperation and contribute to high-quality development of #BeltandRoad cooperation.,Amb_LiSong,,,,65,1273354077494284288,https://twitter.com/Amb_LiSong,Austria,,,,,,,,,,0.3182,0.5
1724749092834681142,2023-11-15,https://twitter.com/Amb_LiSong/status/1724749092834681142,1/2 Glad to welcome @GhadaFathiWaly to my Mission and have in-depth discussions on strengthening cooperation between China and @UN_VIENNA@UNODC. I highly appreciate UNODC’s support to and Ms. Waly’s participation in the Third #BeltandRoad Forum for International Cooperation.,Amb_LiSong,1.0,,4,207,1273354077494284288,https://twitter.com/Amb_LiSong,Austria,,,,,,,,,,0.9344,0.488
1725501206888587520,2023-11-17,https://twitter.com/Amb_LuKang/status/1725501206888587520,"When Jakarta-Bandung High-Speed ​​Railway Meets Huawei Huawei joins hands with CRSC and China Telecom to help Jakarta-Bandung High-speed Railway build a dedicated railway network to realize real-time communication, control and dispatching functions for vehicles, providing solid and reliable technology for the intelligent, safe and efficient operation of Jakarta-Bandung Railway Assure. WhooshHuaweiHuawei has partnered with China Railway Signal & Communication (CRSC) and China Telecom to build a…",Amb_LuKang,11.0,28.0,123,5.3K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.9468,0.5
1725115931956040016,2023-11-16,https://twitter.com/Amb_LuKang/status/1725115931956040016,Memorable moments of the 2023 China-Indonesia Media Forum,Amb_LuKang,9.0,2.0,16,994,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.0,1.0
1725101790952398849,2023-11-16,https://twitter.com/Amb_LuKang/status/1725101790952398849,Very happy to receive Ambassador Kanasugi Kenji at my residence this afternoon. I wish you all the best in your next tenure in China.,Amb_LuKang,7.0,25.0,129,19K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.8977,0.43333333333333335
1724754846967062746,2023-11-15,https://twitter.com/Amb_LuKang/status/1724754846967062746,"Warm congratulations on the successful holding of the 2023 China-Indonesia Media Forum in Jakarta! Media friends from China and Indonesia held in-depth discussions on how to promote high-quality communication and inherit the Silk Road spirit. The media of the two countries have a long way to go to tell the story of China-Indonesia's joint construction of the ""Belt and Road"" and the story of China-Indonesia's community with a shared future! Warm congratulations on the 2023 China-Indonesia Media Forum! Media friends…",Amb_LuKang,15.0,32.0,107,6.3K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.9752,0.5349999999999999
1723205963166179755,2023-11-11,https://twitter.com/Amb_LuKang/status/1723205963166179755,"Chinese President Xi Jinping sent a congratulatory letter to the 6th China International Import Expo. The letter pointed out that the world economic recovery lacks momentum and requires unity and cooperation among all countries. China will continue to create important opportunities for world development. We hope that the CIIE will become a better opportunity to promote China’s new development pattern, create new opportunities for the world, and become a high-standard open platform for the world to share China’s huge market. Premier Li Qiang of the State Council attended the 6th China International Import Expo...",Amb_LuKang,21.0,22.0,78,5K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.9716,0.4009090909090909
1722580865543442718,2023-11-09,https://twitter.com/Amb_LuKang/status/1722580865543442718,"At the 54th annual charity sale held by the Jakarta International Women's Club, the goods prepared by the Chinese Embassy were almost sold out. Thanks to Indonesian friends for their strong support for charity and high recognition of Chinese culture and Made in China! At the 54th annual charity bazaar held by the Women's Internatioonal Club Jakarta, the goods prepared by the Chinese Embassy…",Amb_LuKang,18.0,22.0,117,4.7K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.9691,0.21047619047619046
1722438871848542409,2023-11-09,https://twitter.com/Amb_LuKang/status/1722438871848542409,"Glad to receive Ambassador Nikos Panayiotou @PanayiotouNikos at my residence this morning. We exchanged views on several issues, including our excellent bilateral relationship, and the humanitarian crisis on Gaza Strip.",Amb_LuKang,10.0,12.0,60,4.7K,1514087047245443075,https://twitter.com/Amb_LuKang,"Jakarta, Indonesia",,,,,,,,,,0.3818,0.6666666666666666
1724765086856749270,2023-11-15,https://twitter.com/Amazing_Yunnan/status/1724765086856749270,"Stephen Bonner, a #veteran of the Flying Tigers left uniquely beautiful memories in #Kunming. His daughter Jane Bonner Scott visited #Kunming recently. #FlyingTigers",Amazing_Yunnan,,1.0,3,110,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.5994,0.3125
1722540858958848433,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722540858958848433,"Come to #Nujiang to see the magnificent mountains and rivers in NW #Yunnan’s Nujiang prefecture!The surging river is rushing, roaring to express the magnificent beauty in #Dulongjiang River and the #Gaoligong Mountain. #NaturalBeauty",Amazing_Yunnan,,,5,118,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.9168,1.0
1722540608596701576,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722540608596701576,"Mysterious #earthforest was born by nature in #Yuanmou county, central Yunnan’s #Chuxiong prefecture, where the Yuanmou ancient people were lived 170 million years ago. Under the effect of water erosion, the Yuanmou earth forest is formed into different shapes. #NatureWonders",Amazing_Yunnan,,,3,100,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.0,0.6166666666666667
1722532093651993065,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722532093651993065,"Known as Zaojuntang, the #candy is a traditional snack among #Yunnan people. It also carries the sweetness of many people's childhood memories. Geng Yanchun, the inheritor of candy-making skills in #Jinning county, Yunnan’s #Kunming, shows the process. #YunnanLifestyle",Amazing_Yunnan,,,3,91,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.4939,0.625
1722527544417612269,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722527544417612269,#Butterflyies and #bees were seen in the pink #flowers. Silk floss trees are blooming recently in NW #Yunnan‘s Lushui city. The city is full of pink #romance. #naturephotography,Amazing_Yunnan,1.0,,4,143,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.5574,0.35000000000000003
1723765376725684304,2023-11-12,https://twitter.com/_bubblyabby_/status/1723765376725684304,What is the #IndoPacific? Why is the U.S. trying to co-opt #Vietnam?Where does Vietnam stand?#APEC,_bubblyabby_,1.0,5.0,15,1.2K,2693415903,https://twitter.com/_bubblyabby_,,,,,,,,,,,0.0,0.0
1723637538399904243,2023-11-12,https://twitter.com/_bubblyabby_/status/1723637538399904243,How much #military aid does the U.S. give to the world? Who is the largest recipient? #RussiaUkraineWar #IsraelPalestineConflict,_bubblyabby_,1.0,7.0,39,1.4K,2693415903,https://twitter.com/_bubblyabby_,,,,,,,,,,,0.0,0.1
1725031806066741538,2023-11-16,https://twitter.com/ACSF1919/status/1725031806066741538,"On the evening of November 15th, at the closing ceremony of #Guangxi Nanning’s first #StudentYouthCongress, the main torch was slowly extinguished. Youth never ends, see you next time! #China",ACSF1919,,,1,160,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.0,0.26666666666666666
1724992931071926609,2023-11-16,https://twitter.com/ACSF1919/status/1724992931071926609,"""Top"" care and patience! A college student spent 86 hours independently completing #intangibleheritage hand-engraved paper #清明上河图 amazing",ACSF1919,,,1,78,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.7574,0.40625
1724980319986851930,2023-11-16,https://twitter.com/ACSF1919/status/1724980319986851930,"On November 15, local time, President Xi Jinping held the #China-US Heads of State Meeting with US President Joe Biden at Philori Manor in San Francisco, #USA.",ACSF1919,,,,327,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.0,0.0
1724957791012762012,2023-11-16,https://twitter.com/ACSF1919/status/1724957791012762012,"The whole thing depends on those born in 2000! At the opening ceremony of the college sports meeting, students vividly performed #China's ""Four Great Classics"" and the atmosphere was full!",ACSF1919,,,,97,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.6892,0.6125
1722525171767013610,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722525171767013610,"#Mile is a city that is well-known for #redwine in central #Yunnan’s #Honghe Prefecture, which is the largest wine producer in #Yunnan. Thanks to the pleasant climate and fertile soil, the #grapes show the characteristics of early maturity and high quality.",Amazing_Yunnan,,,2,103,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.7351,0.45133333333333336
1722514784292155763,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722514784292155763,The #DianchiLake today is extremely beautiful with the blue sky and white clouds. The black-headed #seagulls are back to #Kunming for wintering these days. #AmazingChina,Amazing_Yunnan,1.0,,6,130,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.6361,0.275
1722449168956850219,2023-11-09,https://twitter.com/Amazing_Yunnan/status/1722449168956850219,"Haha, have you ever seen the huge and beautiful #fruit resembling a colorful #pineapple? It’s called Kadsura coccinea which is a delicious and sweet fruit in Jinping County, south Yunnan’s Honghe prefecture.  #ExoticFruit",Amazing_Yunnan,,,1,117,751441102046044160,https://twitter.com/Amazing_Yunnan,"Kunming, China",,,,,,,,,,0.9423,0.7083333333333334
1724725821489938916,2023-11-15,https://twitter.com/ACSF1919/status/1724725821489938916,"Goodbye, 16,500 ""Little Green Mangs""! At #学青会, your busy figures are particularly eye-catching, and you serve the youth event with enthusiasm. Thank you for having you, the coolest ""little green mango""! #中国 #广西",ACSF1919,,,3,106,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.717,0.37222222222222223
1724711524504400238,2023-11-15,https://twitter.com/ACSF1919/status/1724711524504400238,"Cute and heartwarming~ #江苏 Huai'an Fat Cat Island, 144 stray little #cats. With their own names and warm homes, it turns out that someone will really build an island for #straycats! #中国 #China",ACSF1919,,,,103,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.807,0.66
1724621351485649137,2023-11-15,https://twitter.com/ACSF1919/status/1724621351485649137,"At noon on November 14, local time, before President Xi Jinping’s special plane arrived in San Francisco, #USA, welcoming crowds of #Chinese and overseas Chinese could be seen everywhere along the route from the local airport to the hotel. People waved the national flags of China and the United States, preparing to welcome President Xi Jinping's visit.",ACSF1919,,,5,608,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.886,0.24523809523809526
1724608110097276932,2023-11-15,https://twitter.com/ACSF1919/status/1724608110097276932,"This is... #松花江 Is the heating on down there? ? #Northeast The Songhua River is filled with clouds and mist, and it’s a wonderful winter morning light on the “unfrozen river”! #China",ACSF1919,1.0,,2,121,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.6544,0.7222222222222223
1724337993304121386,2023-11-14,https://twitter.com/ACSF1919/status/1724337993304121386,"Pure version of #panda eating and broadcasting! ""Pumpkin Princess"" Xiaoxin is enjoying the snow while cooking. It tastes more delicious on snowy days~ #中国 #natural",ACSF1919,1.0,,,92,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8803,0.6
1724312729283162227,2023-11-14,https://twitter.com/ACSF1919/status/1724312729283162227,"Shocked by ""flame""! A soccer field with #Fireworks in the sky as the background! Along the Changsha #Liuyang River, fireworks are blasting into the sky, and young people are competing in the football stadium, which is spectacular and romantic. #China",ACSF1919,1.0,1.0,5,118,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.2462,0.65
1724294839301537940,2023-11-14,https://twitter.com/ACSF1919/status/1724294839301537940,"Cute and adorable ""blue friend""! The #firefighters from #JilinYanbian Prefecture Forest Firefighting lay down in the snow to simulate rocket launches after training. Netizen: The kick that lit the fire is very soulful! #China",ACSF1919,1.0,,5,454,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8217,0.5377777777777777
1724257618900779138,2023-11-14,https://twitter.com/ACSF1919/status/1724257618900779138,"Check out the healing smiles of ""furry kids"" with just one click! Winter is coming and the cold wind is howling. The ""fur babies"" of #Nanjing Hongshan Forest Zoo bring people the power of warmth~ #中国 #natural",ACSF1919,1.0,,3,94,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8356,0.7
1723993216431816808,2023-11-13,https://twitter.com/ACSF1919/status/1723993216431816808,"#中国warmth! Recently, the ""Xuelong 2"" carrying out my country's 40th #Antarctic expedition mission just crossed the equator when it found a fishing boat carrying four Papua New Guinean fishermen asking for help. After 33 hours of rescue, the expedition team successfully transferred the rescue vessel and the The personnel were transferred to the ""Snow Dragon 2"" to transport them home.",ACSF1919,1.0,2.0,6,107,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.9151,0.5515151515151515
1723975256657089006,2023-11-13,https://twitter.com/ACSF1919/status/1723975256657089006,"""Dong"" listen! In #ChinaHong Kong, the Guizhou Village Super Cheerleaders dressed in ethnic costumes and sang #得love songs, showing off their ethnic customs.",ACSF1919,1.0,1.0,5,176,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.75,0.6666666666666666
1723959633235284468,2023-11-13,https://twitter.com/ACSF1919/status/1723959633235284468,"#西安的雷达雪, have you seen it? (⊙o⊙) The first snow in Xi'an in 2023 has arrived as promised. Snow is falling all over the ancient capital, and everything is covered in silver. #China",ACSF1919,1.0,1.0,8,241,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.2263,0.3333333333333333
1723943206101090425,2023-11-13,https://twitter.com/ACSF1919/status/1723943206101090425,"This might be the happiest puppy in the world! The grandma of Roasted Sweet Potato named the puppy ""Little Sweet Potato"", covered it with a special quilt, and had a doll dog to sleep with. Its dreams must be as sweet as Roasted Sweet Potato! #中国 #cute",ACSF1919,2.0,1.0,8,290,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.9747,0.6673469387755101
1723899405470937152,2023-11-13,https://twitter.com/ACSF1919/status/1723899405470937152,"Domineering and lifelike! 500 scrap tires and a 3.7-meter Chinese dragon sculpture, #China guy only needs 45 days!",ACSF1919,1.0,,4,109,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.0,0.5333333333333333
1723706421110526320,2023-11-12,https://twitter.com/ACSF1919/status/1723706421110526320,British actress #RosamundPike shared her inspiring adventure with flaming flowers in Yunnan province!!!,ACSF1919,,1.0,5,274,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8114,0.5
1723270507485970515,2023-11-11,https://twitter.com/ACSF1919/status/1723270507485970515,"The ""eagle"" spreads its wings in the sky, guarding ""thousands of lights"". Today, we pay tribute to the 74th anniversary of the founding of the People's Air Force! #China",ACSF1919,,,,87,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,-0.1759,0.0
1723215139183452525,2023-11-11,https://twitter.com/ACSF1919/status/1723215139183452525,"On the track of youth, inspire dreams and shine! #中国 #学青会 #广西",ACSF1919,,1.0,1,118,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.7712,0.0
1723187265437159502,2023-11-11,https://twitter.com/ACSF1919/status/1723187265437159502,Xi Jinping will go to the United States to hold the China-US Presidential Meeting and attend the 30th APEC Economic Leaders’ Meeting.,ACSF1919,,,1,185,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.4215,0.2
1722880814197923908,2023-11-10,https://twitter.com/ACSF1919/status/1722880814197923908,"So shocking! #SichuanMianyang, at the opening ceremony of the school sports meeting, students performed difficult group performances, letting the national flag and #中国 map ""fly"" in the #campus, lighting up China red with youthful vitality.",ACSF1919,,,5,236,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,-0.2926,0.725
1722858979007889664,2023-11-10,https://twitter.com/ACSF1919/status/1722858979007889664,"What a cure! Under the setting sun, the breath of the crane is like a fairyland. Crane: Huhu~ Let’s huh together~ #中国 #natural",ACSF1919,,,4,123,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.6476,0.4
1722810532892377228,2023-11-10,https://twitter.com/ACSF1919/status/1722810532892377228,"Welcome home! Last night, the US-based #pandas ""Meixiang"", ""Tiantian"" and ""Little Miracle"" successfully arrived at #Chengdu Shuangliu International Airport and are about to start a new life in Sichuan~ #中国",ACSF1919,,,4,107,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.8664,0.4785353535353536
1722797574934102473,2023-11-10,https://twitter.com/ACSF1919/status/1722797574934102473,"Authentic ""Versailles""! African businessman from Mali participating in #CIIE: Oops, we have basically sold out more than 10,000 cans! Netizen: Just by speaking fluent Chinese, your goods are easy to sell. #中国 #CIIE",ACSF1919,1.0,,3,192,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.5399,0.4166666666666667
1722777632352403504,2023-11-10,https://twitter.com/ACSF1919/status/1722777632352403504,"It’s snowing, #Northeast. You can’t imagine the happiness of college students! #中国 #campus",ACSF1919,,,5,215,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.5983,0.2
1722557090361905575,2023-11-09,https://twitter.com/ACSF1919/status/1722557090361905575,"It belongs to #China, and it belongs to the world! Which of the Chinese #intangible cultural heritage items in the poster can you recognize?",ACSF1919,,,1,93,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.0,0.05
1722494481793200500,2023-11-09,https://twitter.com/ACSF1919/status/1722494481793200500,"What should I do if #porcelain is “injured”? #ChinaPorcelain has its own “exclusive hospital”, and #INTANGIBLECHINA helps them regain a new life.",ACSF1919,1.0,,5,163,1231750144485277696,https://twitter.com/ACSF1919,,,,,,,,,,,0.3818,0.7272727272727273
